name,id,source,placement_rule,pct_new_chunks_hosting_anchor,expected_per_1000x1000_blocks,average_spacing,biome_terrain_restrictions,sample,relative_std_error,note
Ultimate Mega Storage Hall Survival Base,codex:cbd_031,JasprImportedWorldgen ChatGPT_Codex_Structures,"one plan per 48x48-chunk (768-block) cell: 85% of cells plan, 50/50 collection, then weight 100.0 of 9808; up to 8 random chunk-aligned positions; rejected on catalogue sites (+16), HorrorBiomes set-piece/lattice-room/sanctuary claim boxes (+2), |x|,|z| < 600 and explored chunks",0.00006453,0.0025,"about 1 per 19,900 x 19,900 blocks","land: 5 samples (4 corners + centre) all >= y62 and within 5 blocks; origin = centre ground + 1 - surfaceAnchor; 87x64x102 blocks; picked in 29,448 cells, placed in 10,081 (failed attempts: terrain/habitat 168,246, catalogue 2,611, HorrorBiomes claim 14,413)","6,780,764 cells in a 2,000k x 2,000k square; 10,082 admitted",1.00%,
Ultimate Trial Chamber Survival Base,codex:cbd_032,JasprImportedWorldgen ChatGPT_Codex_Structures,"one plan per 48x48-chunk (768-block) cell: 85% of cells plan, 50/50 collection, then weight 92.0 of 9808; up to 8 random chunk-aligned positions; rejected on catalogue sites (+16), HorrorBiomes set-piece/lattice-room/sanctuary claim boxes (+2), |x|,|z| < 600 and explored chunks",0.00003800,0.0015,"about 1 per 26,000 x 26,000 blocks","land: 5 samples (4 corners + centre) all >= y62 and within 5 blocks; origin = centre ground + 1 - surfaceAnchor; 103x72x115 blocks; picked in 26,805 cells, placed in 5,937 (failed attempts: terrain/habitat 169,638, catalogue 2,341, HorrorBiomes claim 13,665)","6,780,764 cells in a 2,000k x 2,000k square; 5,937 admitted",1.30%,
Luminara Skybridge Royal Castle,codex:cbd_033,JasprImportedWorldgen ChatGPT_Codex_Structures,"one plan per 48x48-chunk (768-block) cell: 85% of cells plan, 50/50 collection, then weight 92.0 of 9808; up to 8 random chunk-aligned positions; rejected on catalogue sites (+16), HorrorBiomes set-piece/lattice-room/sanctuary claim boxes (+2), |x|,|z| < 600 and explored chunks",0.00003064,0.0012,"about 1 per 28,900 x 28,900 blocks","land: 5 samples (4 corners + centre) all >= y62 and within 5 blocks; origin = centre ground + 1 - surfaceAnchor; 134x86x101 blocks; picked in 27,170 cells, placed in 4,788 (failed attempts: terrain/habitat 178,876, catalogue 2,349, HorrorBiomes claim 13,439)","6,780,764 cells in a 2,000k x 2,000k square; 4,788 admitted",1.45%,
Starfall Runekeep Castle,codex:cbd_034,JasprImportedWorldgen ChatGPT_Codex_Structures,"one plan per 48x48-chunk (768-block) cell: 85% of cells plan, 50/50 collection, then weight 92.0 of 9808; up to 8 random chunk-aligned positions; rejected on catalogue sites (+16), HorrorBiomes set-piece/lattice-room/sanctuary claim boxes (+2), |x|,|z| < 600 and explored chunks",0.00001721,0.0007,"about 1 per 38,600 x 38,600 blocks","land: 5 samples (4 corners + centre) all >= y62 and within 5 blocks; origin = centre ground + 1 - surfaceAnchor; 140x104x138 blocks; picked in 27,161 cells, placed in 2,689 (failed attempts: terrain/habitat 190,832, catalogue 2,048, HorrorBiomes claim 11,828)","6,780,764 cells in a 2,000k x 2,000k square; 2,689 admitted",1.93%,
Mistgate Sentinel Castle,codex:cbd_035,JasprImportedWorldgen ChatGPT_Codex_Structures,"one plan per 48x48-chunk (768-block) cell: 85% of cells plan, 50/50 collection, then weight 92.0 of 9808; up to 8 random chunk-aligned positions; rejected on catalogue sites (+16), HorrorBiomes set-piece/lattice-room/sanctuary claim boxes (+2), |x|,|z| < 600 and explored chunks",0.00008410,0.0033,"about 1 per 17,400 x 17,400 blocks","shore: some but not all of the 5 samples below y62; origin at waterline; 131x92x123 blocks; picked in 26,748 cells, placed in 13,140 (failed attempts: terrain/habitat 128,003, catalogue 3,219, HorrorBiomes claim 7,659)","6,780,764 cells in a 2,000k x 2,000k square; 13,140 admitted",0.87%,
Edinburgh Castle Scotland,codex:cbd_036,JasprImportedWorldgen ChatGPT_Codex_Structures,"one plan per 48x48-chunk (768-block) cell: 85% of cells plan, 50/50 collection, then weight 100.0 of 9808; up to 8 random chunk-aligned positions; rejected on catalogue sites (+16), HorrorBiomes set-piece/lattice-room/sanctuary claim boxes (+2), |x|,|z| < 600 and explored chunks",0.0001166,0.0046,"about 1 per 14,800 x 14,800 blocks","land: 5 samples (4 corners + centre) all >= y62 and within 5 blocks; origin = centre ground + 1 - surfaceAnchor; 75x78x61 blocks; picked in 29,459 cells, placed in 18,225 (failed attempts: terrain/habitat 124,059, catalogue 2,759, HorrorBiomes claim 10,474)","6,780,764 cells in a 2,000k x 2,000k square; 18,225 admitted",0.74%,
Neuschwanstein Fairy Castle,codex:cbd_037,JasprImportedWorldgen ChatGPT_Codex_Structures,"one plan per 48x48-chunk (768-block) cell: 85% of cells plan, 50/50 collection, then weight 92.0 of 9808; up to 8 random chunk-aligned positions; rejected on catalogue sites (+16), HorrorBiomes set-piece/lattice-room/sanctuary claim boxes (+2), |x|,|z| < 600 and explored chunks",0.00003469,0.0014,"about 1 per 27,200 x 27,200 blocks","land: 5 samples (4 corners + centre) all >= y62 and within 5 blocks; origin = centre ground + 1 - surfaceAnchor; 112x91x120 blocks; picked in 26,864 cells, placed in 5,420 (failed attempts: terrain/habitat 174,407, catalogue 2,206, HorrorBiomes claim 12,415)","6,780,764 cells in a 2,000k x 2,000k square; 5,420 admitted",1.36%,
Ultimate Survival Starter Mega Base,codex:cbd_038,JasprImportedWorldgen ChatGPT_Codex_Structures,"one plan per 48x48-chunk (768-block) cell: 85% of cells plan, 50/50 collection, then weight 92.0 of 9808; up to 8 random chunk-aligned positions; rejected on catalogue sites (+16), HorrorBiomes set-piece/lattice-room/sanctuary claim boxes (+2), |x|,|z| < 600 and explored chunks",0.00007520,0.0029,"about 1 per 18,500 x 18,500 blocks","land: 5 samples (4 corners + centre) all >= y62 and within 5 blocks; origin = centre ground + 1 - surfaceAnchor; 80x70x90 blocks; picked in 26,950 cells, placed in 11,750 (failed attempts: terrain/habitat 141,623, catalogue 2,363, HorrorBiomes claim 12,068)","6,780,764 cells in a 2,000k x 2,000k square; 11,750 admitted",0.92%,
Grand Medieval Fantasy Survival Castle House,codex:cbd_039,JasprImportedWorldgen ChatGPT_Codex_Structures,"one plan per 48x48-chunk (768-block) cell: 85% of cells plan, 50/50 collection, then weight 100.0 of 9808; up to 8 random chunk-aligned positions; rejected on catalogue sites (+16), HorrorBiomes set-piece/lattice-room/sanctuary claim boxes (+2), |x|,|z| < 600 and explored chunks",0.0001104,0.0043,"about 1 per 15,200 x 15,200 blocks","land: 5 samples (4 corners + centre) all >= y62 and within 5 blocks; origin = centre ground + 1 - surfaceAnchor; 66x64x66 blocks; picked in 29,161 cells, placed in 17,244 (failed attempts: terrain/habitat 125,591, catalogue 2,651, HorrorBiomes claim 12,808)","6,780,764 cells in a 2,000k x 2,000k square; 17,244 admitted",0.76%,
Ultimate Woodland Mansion Survival Base,codex:cbd_040,JasprImportedWorldgen ChatGPT_Codex_Structures,"one plan per 48x48-chunk (768-block) cell: 85% of cells plan, 50/50 collection, then weight 92.0 of 9808; up to 8 random chunk-aligned positions; rejected on catalogue sites (+16), HorrorBiomes set-piece/lattice-room/sanctuary claim boxes (+2), |x|,|z| < 600 and explored chunks",0.00004500,0.0018,"about 1 per 23,900 x 23,900 blocks","land: 5 samples (4 corners + centre) all >= y62 and within 5 blocks; origin = centre ground + 1 - surfaceAnchor; 101x80x108 blocks; picked in 26,701 cells, placed in 7,031 (failed attempts: terrain/habitat 163,857, catalogue 2,358, HorrorBiomes claim 12,901)","6,780,764 cells in a 2,000k x 2,000k square; 7,031 admitted",1.19%,
Ultimate Mediterranean Courtyard Villa Survival Base,codex:cbd_041,JasprImportedWorldgen ChatGPT_Codex_Structures,"one plan per 48x48-chunk (768-block) cell: 85% of cells plan, 50/50 collection, then weight 100.0 of 9808; up to 8 random chunk-aligned positions; rejected on catalogue sites (+16), HorrorBiomes set-piece/lattice-room/sanctuary claim boxes (+2), |x|,|z| < 600 and explored chunks",0.00005711,0.0022,"about 1 per 21,200 x 21,200 blocks","land: 5 samples (4 corners + centre) all >= y62 and within 5 blocks; origin = centre ground + 1 - surfaceAnchor; 94x64x109 blocks; picked in 29,369 cells, placed in 8,923 (failed attempts: terrain/habitat 175,425, catalogue 2,619, HorrorBiomes claim 13,074)","6,780,764 cells in a 2,000k x 2,000k square; 8,923 admitted",1.06%,
Ultimate Cherry Blossom Survival Mansion,codex:cbd_042,JasprImportedWorldgen ChatGPT_Codex_Structures,"one plan per 48x48-chunk (768-block) cell: 85% of cells plan, 50/50 collection, then weight 100.0 of 9808; up to 8 random chunk-aligned positions; rejected on catalogue sites (+16), HorrorBiomes set-piece/lattice-room/sanctuary claim boxes (+2), |x|,|z| < 600 and explored chunks",0.00008471,0.0033,"about 1 per 17,400 x 17,400 blocks","land: 5 samples (4 corners + centre) all >= y62 and within 5 blocks; origin = centre ground + 1 - surfaceAnchor; 80x64x89 blocks; picked in 29,761 cells, placed in 13,236 (failed attempts: terrain/habitat 154,783, catalogue 2,649, HorrorBiomes claim 13,362)","6,780,764 cells in a 2,000k x 2,000k square; 13,236 admitted",0.87%,
Gropius House Lincoln Modernist Villa,codex:cbd_043,JasprImportedWorldgen ChatGPT_Codex_Structures,"one plan per 48x48-chunk (768-block) cell: 85% of cells plan, 50/50 collection, then weight 100.0 of 9808; up to 8 random chunk-aligned positions; rejected on catalogue sites (+16), HorrorBiomes set-piece/lattice-room/sanctuary claim boxes (+2), |x|,|z| < 600 and explored chunks",0.00004198,0.0016,"about 1 per 24,700 x 24,700 blocks","land: 5 samples (4 corners + centre) all >= y62 and within 5 blocks; origin = centre ground + 1 - surfaceAnchor; 134x32x91 blocks; picked in 29,322 cells, placed in 6,560 (failed attempts: terrain/habitat 186,672, catalogue 2,660, HorrorBiomes claim 13,748)","6,780,764 cells in a 2,000k x 2,000k square; 6,560 admitted",1.23%,
Glass House New Canaan Villa,codex:cbd_044,JasprImportedWorldgen ChatGPT_Codex_Structures,"one plan per 48x48-chunk (768-block) cell: 85% of cells plan, 50/50 collection, then weight 108.0 of 9808; up to 8 random chunk-aligned positions; rejected on catalogue sites (+16), HorrorBiomes set-piece/lattice-room/sanctuary claim boxes (+2), |x|,|z| < 600 and explored chunks",0.0001430,0.0056,"about 1 per 13,400 x 13,400 blocks","land: 5 samples (4 corners + centre) all >= y62 and within 5 blocks; origin = centre ground + 1 - surfaceAnchor; 79x22x45 blocks; picked in 31,862 cells, placed in 22,347 (failed attempts: terrain/habitat 118,056, catalogue 2,957, HorrorBiomes claim 9,079)","6,780,764 cells in a 2,000k x 2,000k square; 22,349 admitted",0.67%,
Ultimate Cliffside Infinity Pool Mansion Survival Base,codex:cbd_045,JasprImportedWorldgen ChatGPT_Codex_Structures,"one plan per 48x48-chunk (768-block) cell: 85% of cells plan, 50/50 collection, then weight 100.0 of 9808; up to 8 random chunk-aligned positions; rejected on catalogue sites (+16), HorrorBiomes set-piece/lattice-room/sanctuary claim boxes (+2), |x|,|z| < 600 and explored chunks",0.00006237,0.0024,"about 1 per 20,300 x 20,300 blocks","land: 5 samples (4 corners + centre) all >= y62 and within 5 blocks; origin = centre ground + 1 - surfaceAnchor; 105x59x91 blocks; picked in 29,734 cells, placed in 9,746 (failed attempts: terrain/habitat 173,255, catalogue 2,779, HorrorBiomes claim 13,666)","6,780,764 cells in a 2,000k x 2,000k square; 9,746 admitted",1.01%,
Ultimate Crescent Moon Observatory Castle Survival Base,codex:cbd_046,JasprImportedWorldgen ChatGPT_Codex_Structures,"one plan per 48x48-chunk (768-block) cell: 85% of cells plan, 50/50 collection, then weight 100.0 of 9808; up to 8 random chunk-aligned positions; rejected on catalogue sites (+16), HorrorBiomes set-piece/lattice-room/sanctuary claim boxes (+2), |x|,|z| < 600 and explored chunks",0.0001016,0.0040,"about 1 per 15,900 x 15,900 blocks","land: 5 samples (4 corners + centre) all >= y62 and within 5 blocks; origin = centre ground + 1 - surfaceAnchor; 80x108x66 blocks; picked in 29,263 cells, placed in 15,869 (failed attempts: terrain/habitat 135,474, catalogue 2,766, HorrorBiomes claim 12,364)","6,780,764 cells in a 2,000k x 2,000k square; 15,870 admitted",0.79%,
Ultimate Player Favorite Giant Minecart Rail Depot Survival Base,codex:cbd_047,JasprImportedWorldgen ChatGPT_Codex_Structures,"one plan per 48x48-chunk (768-block) cell: 85% of cells plan, 50/50 collection, then weight 92.0 of 9808; up to 8 random chunk-aligned positions; rejected on catalogue sites (+16), HorrorBiomes set-piece/lattice-room/sanctuary claim boxes (+2), |x|,|z| < 600 and explored chunks",0.00006850,0.0027,"about 1 per 19,300 x 19,300 blocks","land: 5 samples (4 corners + centre) all >= y62 and within 5 blocks; origin = centre ground + 1 - surfaceAnchor; 94x75x82 blocks; picked in 27,095 cells, placed in 10,702 (failed attempts: terrain/habitat 147,350, catalogue 2,644, HorrorBiomes claim 12,726)","6,780,764 cells in a 2,000k x 2,000k square; 10,703 admitted",0.97%,
Ultimate Player Favorite Giant Shield Fortress Survival Base,codex:cbd_048,JasprImportedWorldgen ChatGPT_Codex_Structures,"one plan per 48x48-chunk (768-block) cell: 85% of cells plan, 50/50 collection, then weight 92.0 of 9808; up to 8 random chunk-aligned positions; rejected on catalogue sites (+16), HorrorBiomes set-piece/lattice-room/sanctuary claim boxes (+2), |x|,|z| < 600 and explored chunks",0.00004540,0.0018,"about 1 per 23,700 x 23,700 blocks","land: 5 samples (4 corners + centre) all >= y62 and within 5 blocks; origin = centre ground + 1 - surfaceAnchor; 111x88x104 blocks; picked in 27,411 cells, placed in 7,093 (failed attempts: terrain/habitat 170,017, catalogue 2,453, HorrorBiomes claim 12,669)","6,780,764 cells in a 2,000k x 2,000k square; 7,093 admitted",1.19%,
Ultimate Player Favorite Giant Warden Guardian Survival Base,codex:cbd_049,JasprImportedWorldgen ChatGPT_Codex_Structures,"one plan per 48x48-chunk (768-block) cell: 85% of cells plan, 50/50 collection, then weight 92.0 of 9808; up to 8 random chunk-aligned positions; rejected on catalogue sites (+16), HorrorBiomes set-piece/lattice-room/sanctuary claim boxes (+2), |x|,|z| < 600 and explored chunks",0.00004762,0.0019,"about 1 per 23,200 x 23,200 blocks","land: 5 samples (4 corners + centre) all >= y62 and within 5 blocks; origin = centre ground + 1 - surfaceAnchor; 115x110x89 blocks; picked in 26,822 cells, placed in 7,440 (failed attempts: terrain/habitat 162,642, catalogue 2,469, HorrorBiomes claim 12,932)","6,780,764 cells in a 2,000k x 2,000k square; 7,440 admitted",1.16%,
Grand Medieval Fantasy Survival House,codex:cbd_050,JasprImportedWorldgen ChatGPT_Codex_Structures,"one plan per 48x48-chunk (768-block) cell: 85% of cells plan, 50/50 collection, then weight 108.0 of 9808; up to 8 random chunk-aligned positions; rejected on catalogue sites (+16), HorrorBiomes set-piece/lattice-room/sanctuary claim boxes (+2), |x|,|z| < 600 and explored chunks",0.0001702,0.0066,"about 1 per 12,300 x 12,300 blocks","land: 5 samples (4 corners + centre) all >= y62 and within 5 blocks; origin = centre ground + 1 - surfaceAnchor; 40x39x50 blocks; picked in 31,512 cells, placed in 26,592 (failed attempts: terrain/habitat 82,233, catalogue 2,482, HorrorBiomes claim 8,868)","6,780,764 cells in a 2,000k x 2,000k square; 26,592 admitted",0.61%,
Ultimate Player Favorite Mine Entrance Lodge Survival Base,codex:cbd_051,JasprImportedWorldgen ChatGPT_Codex_Structures,"one plan per 48x48-chunk (768-block) cell: 85% of cells plan, 50/50 collection, then weight 100.0 of 9808; up to 8 random chunk-aligned positions; rejected on catalogue sites (+16), HorrorBiomes set-piece/lattice-room/sanctuary claim boxes (+2), |x|,|z| < 600 and explored chunks",0.0001122,0.0044,"about 1 per 15,100 x 15,100 blocks","embedded: dry, 5 samples within 8 blocks; sunk 3 blocks; 82x56x92 blocks; picked in 29,534 cells, placed in 17,531 (failed attempts: terrain/habitat 111,645, catalogue 4,661, HorrorBiomes claim 26,871)","6,780,764 cells in a 2,000k x 2,000k square; 17,533 admitted",0.76%,
Enderfall Portal Library Survival Base,codex:cbd_052,JasprImportedWorldgen ChatGPT_Codex_Structures,"one plan per 48x48-chunk (768-block) cell: 85% of cells plan, 50/50 collection, then weight 92.0 of 9808; up to 8 random chunk-aligned positions; rejected on catalogue sites (+16), HorrorBiomes set-piece/lattice-room/sanctuary claim boxes (+2), |x|,|z| < 600 and explored chunks",0.00004621,0.0018,"about 1 per 23,500 x 23,500 blocks","land: 5 samples (4 corners + centre) all >= y62 and within 5 blocks; origin = centre ground + 1 - surfaceAnchor; 115x71x94 blocks; picked in 26,960 cells, placed in 7,221 (failed attempts: terrain/habitat 165,111, catalogue 2,514, HorrorBiomes claim 12,522)","6,780,764 cells in a 2,000k x 2,000k square; 7,221 admitted",1.18%,
Ultimate Lunar Research Station Survival Base,codex:cbd_053,JasprImportedWorldgen ChatGPT_Codex_Structures,"one plan per 48x48-chunk (768-block) cell: 85% of cells plan, 50/50 collection, then weight 100.0 of 9808; up to 8 random chunk-aligned positions; rejected on catalogue sites (+16), HorrorBiomes set-piece/lattice-room/sanctuary claim boxes (+2), |x|,|z| < 600 and explored chunks",0.00006463,0.0025,"about 1 per 19,900 x 19,900 blocks","land: 5 samples (4 corners + centre) all >= y62 and within 5 blocks; origin = centre ground + 1 - surfaceAnchor; 101x56x84 blocks; picked in 29,494 cells, placed in 10,097 (failed attempts: terrain/habitat 168,114, catalogue 2,968, HorrorBiomes claim 14,700)","6,780,764 cells in a 2,000k x 2,000k square; 10,098 admitted",1.00%,
